author,category,content,date,media,photo,title,url
" 기자
						",,"['# 약 10년 전 할리우드 스타 오프라 윈프리가 자신의 반려견들에게 3000만달러(약356억원)의 유산을 주기로 한 사실이 알려졌다. 4마리의 반려견들이 오프라 윈프리 사후에도 지금처럼 ‘풍족한’ 생활을 유지할 수 있도록 하기 위한 배려였다. # 1992년, 독일에 사는 세퍼트 권터 4세는 1200만달러(약1700억)의 재산을 상속받아 세상에서 가장 돈 많은 동물에 이름을 올리기도 했다. 리벤슈타인 백작에게 유산을 상속받은 이 반려견은 지금까지 ‘부자견’ 리스트에 이름을 올리며 대리인을 통해 2000년 마돈나가 살던 마이애미 저택을 74억원에 구입해 화제를 모은 바 있다.googletag.display(""google_dfp_MC_2x1,fluid""); 권터 4세의 주 메뉴는 캐비어와 스테이크인 것으로 알려졌다.통계청에 따르면 2012년 대한민국은 이미 반려동물 인구 1000만 시대를 맞이한 것으로 나타났다. 농협경제연구소에 따르면 국내 반려동물 시장 규모는 2015년 기준 1조8000억원 규모에서 2020년이면 6조원까지 커질 것으로 예상된다. 1~2인 가구의 지속적인 증가로 반려동물과 함께하는 가구가 늘어나며 관련 산업의 성장세는 오랜 기간 지속될 것으로 보인다. 최근 정부도 ‘5개 신산업 육성 계획11’을 발표하면서, 그중의 하나로 반려동물 보호 및 관련 산업의 신산업 육성을 위한 정책을 발표해 반려동물 확대, 관리 강화 등 시장 확대에 긍정적으로 작용하고 있다. 이처럼 반려동물을 가족으로 받아들이는 가구들이 늘어나며 관련 금융상품도 다양해지고 있다. ▶반려동물에게 최대 1000만원까지 신탁최근 가장 관심을 받고 있는 상품은 바로 해외토픽이나 국제뉴스를 통해 접해왔던 펫신탁(Pet Trust)이다. 일명 반려동물신탁(Statutory Pet Trust)으로도 불리는 펫신탁은 현재 반려동물의 주인이 사망하거나 질병 등을 이유로 돌보지 못할 경우에 대비해 새로운 주인에게 자금을 주기 위해 체결하는 신탁계약이다. 반려인이 사망한 경우 홀로 남겨질 반려동물을 위해 사후 반려견을 돌봐줄 새로운 부양자를 미리 지정하고 사육에 필요한 자금을 설정하면 주인 사망 후 이 자금을 부양자에게 지급하는 형태다. 반려동물에게 막대한 유산을 물려주기도 하는 다른 국가와 달리 우리나라에선 아직 관련법이 없는 탓에 금융사와의 신탁계약을 통해 반려동물의 안전과 복지를 유지할 수 있다는 것이 상품의 취지다. 고객은 은행에 최대 1000만원까지만 돈을 미리 맡겨둘 수 있다. 가입대상은 만 19세 이상의 개인으로 일시금을 맡기는 경우에는 200만원 이상, 월적립식인 경우에는 1만원 이상이면 가입이 가능하며 납입 최고한도는 1000만원이다.지난 10월 말에 반려견을 대상으로 펫신탁 상품을 선보인 KB국민은행은 지난 11월 리뉴얼을 통해 가입대상 반려동물을 고양이(猫)까지 확대했다. 또한 ‘KB 펫(Pet) 신탁’ 가입시 기존에는 동물등록증을 필수적으로 제출했지만, 위탁자가 사망 전까지만 동물등록증을 은행에 제출하면 되도록 가입 편의성을 높인 바 있다. KB국민은행 관계자는 “상품 출시 이후 관련 상품에 대한 문의와 개선요청이 많았다”며 “이를 반영하는 과정에서 리뉴얼이 이루어졌다”고 설명했다. 고객(위탁자) 사후 반려동물의 보호·관리를 강화하기 위해 신탁재산 교부방법도 다양화했다. 위탁자 사망시 신탁재산 교부방법을 기존 일시금 지급방식에 분할지급 방식을 추가했으며, 위탁자가 요청하면 은행은 수익자(반려동물의 새로운 부양자)에게 신탁재산 분할 지급을 할 때마다 관련 서류를 받아 반려동물의 생존 여부를 확인함으로써 반려동물 보호·관리를 강화했다.앞서 지난달 국민은행은 해당 상품을 출시하면서 “반려동물이 막대한 유산을 상속받을 수 있는 미국, 독일과 달리 우리나라에서는 반려동물에 대한 직접 상속이 불가능하다”면서 “그러나 이번에 출시된 상품을 통해 1인 가구와 반려동물 증가라는 사회 변화에 부응할 것으로 기대된다”고 상품 취지를 설명했다. ▶만만치 않은 반려동물 병원비 보험으로 효과적인 대비를 보험업계에서는 일찍이 2000년대 후반부터 반려동물 관련 상품에 관심을 내놨지만 수익성 악화 등을 이유로 판매가 중단되는 등 지지부진한 모습을 보여왔다. 그러나 최근 상품을 재출시하는 보험사들이 줄을 잇고 있다. 반려동물산업의 높은 성장성과 수요가 늘어나며 상품성을 보완해 다시 내놓고 있는 것이다. 반려동물이 취미가 아닌 가족의 개념으로 전환되며 건강관리를 고민하는 견주들에게 보험가입은 실용적인 선택일 수 있다.먼저 지난 12월 6일 현대해상은 ‘하이펫 애견보험’ 상품을 선보였다. 강아지가 생후 90일령 이상에서 만 7세 이하일 경우 가입이 가능하며 다른 보험과 달리 특약을 통해 피부질환, 구강질환, 고관절, 슬관절 질환 등에 대한 보장을 받을 수 있다는 점이 특징이다. 다만 기존 보험들과 마찬가지로 선천적·유전적 질병, 중성화, 미용, 임신·출산 등은 보장에서 제외된다. 보험 가입 기간 1년간 총 보상한도는 500만원이다. 반려견이 상대방에게 입힌 상해에 대해서는 연간 2000만원까지 보상도 된다. 자기부담금 1만원을 제외하고 적게는 치료비의 60%에서 최대 80%까지 보상된다.12개월령 강아지가 일시납으로 보험에 가입하면 치료비만 보장받을 때 1년 보험료가 32만1100원이다. 피부병 확장보장 특약을 추가하면 전체 보험료는 48만2500원으로 책정된다.롯데손해보험의 ‘롯데마이펫보험’은 4년 만에 2400여 건의 판매고를 올렸다. 이 상품은 반려견은 물론 반려묘도 가입대상이다. 7세 이하 강아지와 고양이를 대상으로 수술입원형상품과 종합형상품으로 구성돼 있다. 수술입원형상품은 반려동물이 수술, 입원할 경우 의료비를 담보하고 종합형상품은 통원진료까지 추가적으로 보장한다. 두 상품 모두 수술 1회당 치료비 한도를 50만원·100만원·150만원 중 선택할 수 있으며, 입원은 1일당 5만원·10만원 중 선택할 수 있다. 다만 수술입원형 특약은 없고 종합형은 5만원·10만원 가운데 선택 가입된다. 2마리 이상 동시 가입할 경우 각각 보험료를 10% 할인해준다. 연평균 보험료는 수술입원형 10만원, 종합형 35만원이다. 삼성화재는 일찍이 2008년부터 ‘패밀리아리스 애견의료보험’을 판매하고 있다. 이 상품은 만 6세 이하 강아지를 대상으로 하며 대한애견협회에 등록된 반려견만 가입할 수 있다. 상해와 질병치료비 최대 500만원, 대인·대동물 배상책임 최대 500만원까지 보장한다. 연 최대 1000만원까지 보장 가능한 셈이다. ▶카드 혜택에 우대금리 적용도 틈새상품으로 반려동물인구 공략반려동물 주인을 대상으로 한 카드업계의 구애도 눈에 띈다. 대표적으로 삼성카드는 지난해 말 ‘삼성카드 펫’(pet.samsung card.com)을 개설했다. 이 사이트는 삼성카드 홈페이지와 별도로 운영되며 ‘펫모델 콘테스트’를 비롯해 반려동물을 기르는 데 필요한 전반적인 정보가 공유된다.삼성카드 펫을 통해 반려동물 전용 온라인 쇼핑몰과 삼성화재 애견보험 등의 관련 서비스를 활용할 수 있으며 동물병원 이용시 포인트 추가적립이 가능한 특화카드도 발급한다.삼성카드 관계자는 “온라인 쇼핑몰이나 제휴 동물병원을 이용할 경우 삼성카드를 이용하면 혜택을 주는 식으로 고객충성도와 친밀도를 높이는 역할을 톡톡히 하고 있다”고 말했다.반려동물 특화카드를 출시한 곳도 있다. KB국민카드는 지난 2014년 ‘반려애(愛)카드’를 출시했다. 동물병원이나 반려동물 약품 구매, 펫숍 등을 이용할 경우 10% 할인이 가능한 것이 특징이다. 반려애(愛)카드는 약 1만 장 이상 발급되며 꾸준히 인기를 끌고 있다. 카드사들이 애완동물 관련 특화카드 및 서비스를 제공하는 것은 애완동물 관련 업종에서의 카드 사용이 늘고 있다는 점에 주목한 것으로 보인다. IBK기업은행이 선보인 ‘참! 좋은 내사랑 펫 카드’는 전국 동물병원을 비롯해 미용, 카페, 호텔, 훈련소 등 애완동물 업종으로 등록된 9000여 개 가맹점에서 10%, 이마트·홈플러스·롯데마트 등 주요마트와 온라인몰에서 5%의 관련서비스 비용을 할인받을 수 있다. 할인 혜택은 전월 이용금액 기준 40만원 이상 1만5000원, 100만원 이상 3만원, 200만원 이상 6만원이 부여된다. 이 밖에 제휴된 반려동물 전용 장례식장을 5% 할인된 가격으로 이용 가능하고 영화관과 놀이공원 이용시 할인 등의 서비스도 제공된다. 여신금융협회에 따르면 올해 2분기 애완동물 관련업종에서의 카드 사용금액은 1339억원으로 전년 동기 대비 25.9% 늘어난 것으로 나타났다. 1인가구가 늘어나고 인구 고령화가 진행되면서 애완인구가 증가해 관련 지출이 더욱 늘어날 것으로 보인다. 저축은행들은 우대금리를 통해 고객유입을 위해 힘쓰고 있다. HK저축은행은 올해 3월 반려동물과 함께 거주하는 고객을 위한 우대 예·적금 상품을 출시한 바 있다. ‘마이펫 정기예금’은 12개월 기준 연 2.0%의 이율을, ‘마이펫 정기적금’은 12개월 기준 연 2.6%의 금리를 제공한다.googletag.display(""google_dfp_MC_250x250"");제휴카드나 서비스를 이용하면 최대 0.5%의 우대금리도 받을 수 있다.JT친애저축은행의 경우 ‘JT 왕왕 콘테스트’를 개최하고 국민반려견 투표하기 이벤트를 실시했다. 이벤트에 참여한 고객에게는 정기 예·적금 상품에 0.1% 우대금리를 제공하기로 했다.한 저축은행 업계 관계자는 “반려동물 인구를 대상으로 한 상품이나 마케팅 전략은 고객군이 한정적이다 보니 아직까지 한계가 있는 것은 사실”이라면서도 “그러나 지속적으로 반려동물 가구 수가 늘어나며 관련 산업에 대한 관심이 높아지는 추세여서 다양한 상품이나 이벤트 등이 시도되고 있는 것”이라고 말했다.[박지훈 기자][본 기사는 매일경제 Luxmen 제76호 (2017년 01월) 기사입니다][ⓒ 매일경제 &amp; mk.co.kr, 무단전재 및 재배포 금지]window.jQuery || document.write("""")']",: 2017.01.20 14:26:35,매일경제,,내 반려동물에 재산을 물려줄 수 있을까?…다양해진 ‘펫금융’ 가입해볼까,https://www.mk.co.kr/news/economy/view/2017/01/48689/
,,[],2017.01.23,전자신문,,"[로봇뉴스]삼성화재, ""자동차보험료인하에 …"" 매수(유지)-교보증권",http://www.etnews.com/20170123000152
유제원 기자,,"['[이뉴스투데이 유제원 기자]삼성카드는 주유 할인 등을 강화한 운전자 특화 상품인 \'카라이프 삼성카드\'를 최근 출시했다.이 카드는 자동차 및 주유와 관련한 혜택이 눈에 띈다. 전월 신용카드 이용금액이 50만원 이상이면 모든 주유소에서 주유 시 ℓ당 90원의 결제일 할인 혜택을 제공한다. 일 1회, 1회당 주유금액 10만원까지 할인이 적용되며, 월 2만원까지 할인받을 수 있다. 경유와 등유는 휘발유가 기준으로 환산해 할인된다.삼성카드 관계자는 ""일반적으로 리터당 90원의 할인을 받을 수 있는 조건이 전월 이용100만원, 70만원 정도로 책정돼 있다""며 ""일반주유카드에 비해 상대적으로 낮은 기준만 넘기면 할인 혜택이 적용된다""고 말했다.또 직전 3개월 평균 신용카드 이용금액이 30만원 이상이면 엔진오일 교환 시 2만원 현장할인 혜택을 연 2회 제공한다. 전월 신용카드 이용금액이 50만원 이상이면 삼성화재 자동차보험료 30만원 이상 결제 시 2만원의 결제일 할인 혜택도 연 1회 받을 수 있다. 카카오 드라이버 10% 결제일 할인 혜택도 월 1회 3000원까지 제공한다.일상생활에 필요한 실용적인 혜택도 제공한다. 전월 신용카드 이용금액이 50만원 이상일 경우 할인 한도 없이 모든 가맹점에서 기본 0.5%, 할인점·소셜커머스 업종에서 1%, 커피전문점·편의점 업종에서 2%의 결제일 할인 혜택을 제공한다. CGV, 롯데시네마, 메가박스에서 영화티켓 1만원 이상 결제 시 5000원 결제일 할인 혜택도 월 1회, 연 12회 제공한다.삼성카드는 ""기존 주유카드가 \'주유할인\'이라는 주요 혜택에 치중해 범용성이 떨어진 점을 보강했다""고 전했다.유제원 기자\xa0\xa0kingheart@enewstoday.co.kr&lt;저작권자 © 이뉴스투데이, 무단 전재 및 재배포 금지&gt;']",2017.01.21 13:32,이뉴스투데이,,"삼성카드, 주유 할인 강화한 '카라이프 카드' 선봬",http://www.enewstoday.co.kr/news/articleView.html?idxno=683014
,,,,,,,https://sports.news.naver.com/volleyball/news/read.nhn?oid=446&aid=0000000081
,,,,,,,https://sports.news.naver.com/volleyball/news/read.nhn?oid=446&aid=0000000080
,,[],2017.01.25,전자신문,,"[로봇뉴스]삼성화재, ""분기 실적은 흔들려…"" 매수(유지)-신한금융투자",http://www.etnews.com/20170125000161
임지선 기자 vision@kyunghyang.com,,"[' 서울 장안동에서 편의점을 운영하는 ㄱ씨(52)는 본사의 지시로 편의점 내부 인테리어를 하기 위한 돈이 갑자기 필요해 은행을 찾아갔다. 그러나 은행에서는 ㄱ씨의 소득이 적고 기존 대출이 많다는 이유로 추가 대출을 받지 못했다.서울 황학동에서 작은 인터넷 쇼핑몰을 운영하는 ㄴ씨(55)는 업체의 영세성으로 은행에서 자금을 대출받을 수 없어 사채 300만원을 이용했다. 300만원 원금은 고금리 때문에 2년만에 이자만 800만원으로 불어났고 지금은 쇼핑몰 운영 수익의 대부분은 이자 갚는데 쓰고 있다.금융감독원이 26일 내놓은 서민금융상품 10선을 소개한다.■대출상품-새희망홀씨 : 은행이 취급하고 있는 대표적인 서민전용 대출상품으로 1인당 2천5백만원까지 대출받을 수 있다. 특히 신용 6등급인 서민들이 많이 이용한다. 이용방법은 15개 은행 영업점이다.-미소금융 :전국 171개 미소금융 지점에서 취급하며 금리가 연 4.5%로 저렴하다. 특히 신용 7등급에 해당하는 서민들이 창업 또는 사업자금을 빌릴 때 많이 이용한다. 서민금융진흥원(☎1397, www.kinfa.or.kr)에 문의하면 된다.-햇살론 : 농협·신협 등 협동조합, 새마을금고와 저축은행에서 취급하며 금리는 연 10% 미만이다. 생계·사업·대환자금 등 대출용도가 다양하며 신용 6~7등급 서민들이 많이 이용한다. 서민금융진흥원(☎1397, www.kinfa.or.kr)에 문의하면 된다.-사잇돌대출 : 은행과 저축은행에서 1인당 2000만원까지 연 8%~15% 금리로 빌려주는 상품이다. 흔히 중금리대출이라고 부르며 금리 외에 평균 2.8~5.2% 수준의 보증요율이 부과된다. 농협, 신한, 우리, KEB하나, 기업, 국민, 수협, 제주, 전북, 부산, 대구, 광주, 경남 등 13개 은행과 저축은행중앙회(☎3978-600, www.fsb.or.kr)에 문의하면 된다.-바꿔드림론 : 국민행복기금의 보증을 통하여 연 20% 이상의 고금리대출을 연 10.5% 이내의 저금리 대출로 바꿔주는 대출상품이다. 1인당 최대 3000만원까지 이용가능하다. 서민금융진흥원(☎1397, www.kinfa.or.k)과 국민행복기금(www.happyfund.or.kr), 15개 은행 영업점에 문의하면 된다.■적금상품-미소드림적금 : 일정금액(월 최대 10만원)을 저축하면 적금 만기시 적금이자의 3배를 받을 수 있는 상품으로 미소금융을 성실히 상환중인 서민이 가입할 수 있다. 서민금융진흥원(☎1397, www.kinfa.or.kr)에 문의하면 된다.-은행 저소득층 우대적금 : 연 3%~6%(최고 우대금리 기준) 수준의 고금리를 받을 수 있는 적금상품으로 기초생활수급자, 만 65세 이상인 차상위계층, 소년소녀 가장 등이 가입할 수 있다. 시중의 15개 은행 영업점에서 가입할 수 있다.-희망·내일 키움통장 : 저소득 취업자, 자활근로사업단 성실참여자 등이 소득 중 일정금액(월 최대 10만원)을 매월 저축하면, 정부가 본인 저축액의 0.3~3배까지 추가로 적립해주는 상품이다. 보건복지콜센터(☎ 129, 홈페이지 www.hopegrowing.com)에 문의하면 된다.■보험상품-서민지원 소액보험 : 차상위 한부모가족(조손가족) 및 다문화가족의 만 12세 이하 아동 등이 상해, 질병, 사망 등의 위험을 보장하는 보험에 가입하는 경우 보험료를 전액 지원받을 수 있는 상품이다. 교보생명, 삼성생명, 신한생명, 한화생명, 동부화재, 롯데손해보험, 메리츠화재, 삼성화재, 현대해상,한화손해보험, 흥국화재, KB손해보험 등에서 취급하고 이용방법은 서민금융진흥원(☎1397, www.kinfa.or.kr)에 문의하면 된다.-서민우대 자동차 보험 : 보험료가 일반적인 보험보다 약 3~8% 저렴한 서민우대 자동차 보험상품으로 기초생활수급자 등 저소득층 서민이 가입할 수 있다. 동부화재, 롯데손해보험, 메리츠화재, 삼성화재, 현대해상, 한화손해보험, 흥국화재, KB손해보험 AXA손해보험, 더케이손해보험 등에서 취급한다.']",2017.01.26 12:00,경향일보,,"갑작스레 돈이 필요한 저소득층, 대출받으려면 여기서!",http://biz.khan.co.kr/khan_art_view.html?artid=201701261200001&code=920100
"윤재오 기자
						",,"['이대 목동병원 응급의료센터 실손의료보험이 달라진다. 필요한 특약을 골라 가입하는 대신 보험료를 최고 25% 정도 낮춘 상품이 오는 4월 나온다.금융위원회, 보건복지부, 금융감독원이 지난해 12월 발표한 실손의료보험 제도 개선 방안에 따르면 국민건강보험이 보장해 주지 않는 비급여 의료비 대부분을 보장해주는 현행 실손의료상품은 4월부터 기본형과 특약형(3개)으로 분리돼 판매된다. 만능 보장형 상품이 사라지는 대신 ‘기본형+특약(3개)’ 구조로 개편돼 신규 가입자들은 자신에게 유리한 상품을 더욱 싸게 고를 수 있게 됐다.googletag.display(""google_dfp_MC_2x1,fluid""); ▶도수치료 MRI 등 특약 가입해야 보장△도수치료·체외충격파치료·증식치료 △비급여 영양주사(마늘주사 등) △비급여 MRI 검사 등 5개 진료 항목은 선택해서 비용을 추가로 부담하고 가입해야 한다. 특약에 가입해도 보장한도와 횟수가 설정된다. 도수치료는 연간 50회, 누적 350만원까지 보장받을 수 있다. MRI는 입원·통원 구분 없이 연간 보장한도가 300만원으로 설정됐다. MRI의 경우 기존 실손보험의 통원한도(30만원)보다 검사 비용이 비싸기 때문에 실비 보장을 받기 위해 불필요한 입원을 부추긴다는 지적이 제기되어 왔다.고객이 기본형만 선택할 경우는 지금보다 25% 정도 싼 보험료를 내고 가입할 수 있지만 특약 사항은 보장받을 수 없다. 또 실손의료보험에 가입한 후 2년간 보험금을 청구하지 않으면 보험료를 최대 10%까지 할인받을 수 있다.특약형에 가입하지 않은 기본형 신규 가입자들은 현재보다 보험료가 내려가는 혜택을 받는다. 예를 들어 만 40세 남자 기준으로 현재 평균 실손보험료가 1만9429원인데 특약(3개)에 모두 가입하지 않을 때(기본형)는 보험료가 1만4309원으로 26.4% 낮아진다는 게 금융당국의 설명이다. 여기에 특약1(1394원), 특약2(834원), 특약3(1565원)을 모두 가입한다고 해도 총 보험료가 1만8102원으로 현재보다 6.8% 더 싸진다.▶비급여 특약자기부담금20%→30%로 확대하지만 비급여(국민건강보험에서 보장하지 않는 치료) 특약의 경우 자기부담금이 현행 20%에서 30%로 확대돼 ‘본전뽑기식’ 무분별한 의료쇼핑은 다소 줄어들 것으로 보인다. 금융위는 “과잉진료가 심각한 분야는 특약분리를 통해 도덕적 해이를 차단하고 기본형에만 가입한 고객들은 보험료 인하 효과를 기대할 수 있다”고 취지를 설명했다. 실제로 도수치료(물리치료)나 미용을 위한 비급여주사제, MRI 검사 등은 젊은 층들에게는 별 상관도 없으면서 보험료를 높이는 주범으로 꼽혀왔다. 본인이 관련 치료와 별 상관이 없다고 생각되면 3개 전부를 가입하지 않거나 필요한 것만 1, 2가지만 가입하면 된다. 향후 나이가 들어 질병 발생 확률이 높아지면 그때 가서 특약에 가입할 수도 있다. 보험사들의 잘못된 ‘끼워팔기’ 관행을 개선하기 위해 오는 2018년 4월부터는 실손보험을 암보험이나 사망보험 등 다른 보험과 묶어 팔지 못 한다.보험업계와 의료계는 이번 개편안에 대해 과잉진료나 도덕적 해이를 방지한다는 취지에는 공감하지만 개선 효과는 지켜봐야 한다는 입장이다. 또 비급여 의료항목의 표준화, 진료비 내역서 공개 등 추가적인 제도개선이 뒷받침돼야 한다고 지적했다.금융당국은 의료기술의 발달로 과잉 진료를 부르는 ‘제2의 도수치료’가 나타날 경우 이를 또 특약으로 분리할 수 있다고 밝혔다. 비급여 의료비에 대해 2년간 보험금을 청구하지 않으면 3년 차부터 보험료를 10% 이상 할인받을 수 있어 진료비가 소액인 경우 보험금을 청구하지 않는 게 이익일 수도 있다. 정부는 다만 급여 본인부담금과 4대 중증질환 관련한 비급여 의료비는 보험금 미청구 여부를 판단할 때 제외하기로 했다. 따라서 암, 뇌혈관 질환, 심장 질환, 희귀난치성 질환 관련 비급여 의료비에 대해 보험금을 청구했어도 보험금 할인 혜택을 받을 수 있다.▶특약 보험료 따져본 후 갈아탈 수 있어 정부의 이 같은 개편에도 불구하고 실손보험이 현재 전 국민의 65%인 3296만명(6월말 기준)이나 가입한 상품이어서 신규 가입자들이 누릴 수 있는 혜택이 크지 않다는 지적이 있다. 하지만 기존 가입자들도 특약 항목과 보험료 등을 꼼꼼하게 따져본 후 새로운 실손보험으로 갈아탈 수 있다. 보험사별로 가입 심사 기준이 다르기 때문에 금융당국은 동일한 회사 상품 내에서만 갈아타기를 허용하고 있는 점은 주의해야 한다. 금융당국이 온라인 채널 가입을 유도해 나가기로 한 만큼 인터넷이나 모바일을 통해 편리하고 저렴하게 가입하는 방법도 노려볼 만하다. 온라인 실손보험은 삼성화재, 동부화재, KB손보, 메리츠화재 등 4개사가 판매하고 있지만 대부분의 보험사들이 올해부터 온라인 상품을 내놓을 예정이다. 또 보험금 청구도 모든 보험사가 모바일 앱을 통한 청구 서비스를 시작하는 점도 기억해야 한다. 재직 중에만 보장되는 단체실손보험 가입자가 퇴직 후에 개인실손보험으로 연결해 보장받을 수 있는 제도가 올 하반기께 마련되는 점도 눈에 띈다. 단 최근 나오고 있는 한방 정액 보장 상품들은 이번 개편안과 상관없이 상품 설계 시 보장하는 한도만큼만 보장한다. 생명·손해보험업계는 “과잉진료에 따른 손해율을 줄일 수 있다”며 일단 환영하는 분위기다. 다만 실손상품 끼워팔기를 금지하는 단독형 판매 의무화 규정과 보험금 미청구자 할인제도 등에 대해서는 부담이 크다는 입장을 보였다.googletag.display(""google_dfp_MC_250x250""); 이번 개편안 중 보험사들이 가장 반발하는 내용은 2018년 4월부터 실손 단독형 상품만 판매해야 하는 점이다. A손해보험사 관계자는 “수당이 얼마 되지도 않는 실손 단독형 상품을 설계사들이 얼마나 열심히 판매할지 의문”이라며 “온라인 판매를 늘려 이를 보완한다고 하지만 새 제도가 정착되려면 적잖은 시간이 걸릴 것”이라고 지적했다. 보험업계는 “이미 3200만 명이나 되는 기존 가입자들의 과잉진료를 제한할 수 있는 방법이 없다는 점과 기존 가입자들을 위한 혜택이 없는 점, 그리고 문제의 본질적 해결을 위해 비급여 진료 부분을 투명화시키는 방안이 더 강화돼야 한다”고 지적했다. 보건복지부는 비급여 진료비 공개를 지속적으로 확대해 오는 4월 1일까지 병원급 이상(30병상 이상) 의료기관은 모두 포함시킬 예정이다. [윤재오 기자][본 기사는 매일경제 Luxmen 제76호 (2017년 01월) 기사입니다][ⓒ 매일경제 &amp; mk.co.kr, 무단전재 및 재배포 금지]window.jQuery || document.write("""")']",: 2017.01.20 14:09:59,매일경제,,연령대에 필요한 특약 골라 가입…보험료 25% 싼 실손보험 나온다,https://www.mk.co.kr/news/economy/view/2017/01/48605/
,,,,,,,https://sports.news.naver.com/volleyball/news/read.nhn?oid=530&aid=0000000846
" 기자
						",,"['4년 동안 꼴찌를 도맡아 했다. 하지만 바로 다음해부터 4년간 우승을 차지했다. 바로 여자프로농구(WKBL) 무대에서 군림하고 있는 아산 우리은행 이야기다. 올 시즌에도 더욱 강해진 우리은행은 5연패를 노리고 있다.googletag.display(""google_dfp_MC_2x1,fluid""); 단순한 5연패가 아니다. 24라운드까지 마친 지금 우리은행의 성적은 23승1패. 지난달 15일 인천 신한은행에 55대58로 아깝게 진 것만이 올 시즌 유일한 패배다. 2위인 용인 삼성생명(13승11패)과는 무려 10경기 차이가 난다. 이제 우리은행이 우승하기 위해 필요한 승수는 단 1승. 27일 삼성생명전에서 승리하면 자신들이 지난해 세운 역대 최소 경기 우승(28경기·24승4패) 기록을 다시 깨고 25경기 만에 우승을 차지하게 된다. 우리은행은 이미 올 시즌 삼성생명에 4경기 전승을 거둔 상태다. 우리은행을 바꾼 인물은 위성우 감독(46)과 전주원 코치(45)다. 서울 장위동에 자리한 우리은행 훈련장은 지옥 훈련이 이뤄지는 곳으로 유명하다. 오죽했으면 가드 박혜진(27)이 ""지나가는 개가 부러웠다""고 회술했을 정도다. 그렇다고 단순히 가혹한 훈련만 하는 것은 아니다. 체력 훈련 강도가 강한 것은 다른 팀도 마찬가지지만 오랜 시간 승리 노하우를 공유해왔기 때문에 우리은행의 훈련 집중도가 높다는 평가다. 위 감독이 선수들을 몰아치면 전 코치는 선배 역할을 맡아 선수들에게 상황을 이해시킨다. 덕분에 패배의식이 사라진 우리은행은 악재까지도 이겨냈다. 사실 이번 시즌 우리은행은 최상 전력 구축에 어려움을 겪었다. 국가대표까지 거친 주전 가드 이승아(25)가 부상 후유증으로 임의 탈퇴 상태고, 지난 시즌 MVP인 센터 양지희(33)도 부상으로 시즌 초반 결장이 잦아서다. 하지만 다른 선수들이 그만큼 활약을 펼쳐줬다. WKBL 개인 기록 부문을 살펴보면 그야말로 우리은행 독점이다. 득점에서 신한은행 김단비(23·15.63점)와 아슬하게 1위 경쟁을 펼치고 있는 외국인 선수 존쿠엘 존스(23·15.75점)는 리바운드에서는 12.30개로 압도적 1위다. 박혜진 역시 도움(5.1개)과 3점슛 성공률(36.6%)에서 1위를 달리며 `우리은행 천하`를 이끌었다. 이쯤 되고 보니 ""우리은행 때문에 여자농구가 재미없다""는 소리가 속출할 지경이다. 실제로 올 시즌 4라운드까지 WKBL 누적 관중은 6만8469명으로 지난해 같은 기간 코트를 찾은 8만2517명보다 크게 줄어들었다. 이미선(38)과 변연하(36) 등 스타들 은퇴에다 우리은행 독주까지 더해지니 승부가 싱거워졌다는 얘기다. 그럼에도 우리은행은 승리 행진을 멈출 생각이 없다. 위 감독은 ""리그를 재미없게 만든다는 지적에는 본의 아니게 책임감을 느낀다""면서도 ""흥행을 위해 치열하게 경쟁하려면 그 책임은 낮은 순위 팀들에 있다""며 계속해서 박차를 가하겠다는 뜻을 밝힌 바 있다. 이대로 계속 승리하면 또 다른 기록도 따라온다.googletag.display(""google_dfp_MC_250x250"");국내 프로스포츠 사상 최고 승률 기록이다. 무승부가 있는 축구나 경기 수가 많은 야구에서는 애초에 높은 승률이 어려워 배구나 농구가 이 부문 수위를 차지하고 있다. 배구에서는 2004~2005시즌 삼성화재와 현대캐피탈이 나란히 승률 0.900(18승2패)을 기록한 적이 있고, 남자농구(KBL)에서는 2011~2012시즌 동부가 승률 0.815(44승10패)를 올렸다. 이 모든 기록을 넘은 최고 승률은 92.5%(37승3패)를 찍은 2008~2009시즌 신한은행. 현재 승률 95.8%인 우리은행이 남은 11경기에서 10승 이상을 기록하면 국내 프로스포츠 역사가 뒤바뀌게 된다.[이용익 기자][ⓒ 매일경제 &amp; mk.co.kr, 무단전재 및 재배포 금지]window.jQuery || document.write("""")']",: 2017.01.26 15:44:24   수정 : 2017.01.26 15:56:14,매일경제,,`우리` 밖에 없는 여자농구…우리銀 23승1패 기록,https://www.mk.co.kr/news/sports/view/2017/01/63493/
